Comment,Emotion,Processed_Comment
i know so many people rave about it that i m feeling a bit weird,surprise,know many people rave feel bit weird
i just cant make proper conversation and feel annoyed by little things,anger,not_make proper conversation feel annoyed little thing
i soon went back to feeling shitty again,sadness,soon go back feel shitty
i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger,believe newborn photograph head full dark hair feel little envious baby bald blonde come
i feel dumb for asking ryan said but ben cut him off,sadness,feel dumb ask ryan say ben cut
i know that the amount of control i feel i need to have over my life is over the top so i continue to work at keeping faith and trusting that life is unfolding as it should,joy,know amount control feel need life top continue work keep faith trust life unfold
i feel the nearness of my beloved grandpa bishop hi grandpa,joy,feel nearness beloved grandpa bishop grandpa
i cant wait to feel her innocent spirit,joy,not_wait feel innocent spirit
i feel the delicious heat rising in me again begging for release but i try to stave it off,joy,feel delicious heat rise beg release try stave
i have a few prayer requests if you want to the add your own to the list feel free,joy,prayer request want add list feel free
i love this service because it is easy to use set up amp because i feel like by using the service im supporting a small company which we all know i love to do,love,love service easy use set amp feel like use service support small company know love
i can tell myself that i feel like i trust others and yet what i am actually feeling is loyal which can cause me to pretend that there is trust when there is none,love,tell feel like trust other yet actually feel loyal cause pretend trust none
